subject,trial_id,item,condition,fixation_number,duration,start_time,end_time,corrected_start_time,corrected_end_time,x,y,subject_trialID,distance_in_char_widths,blink,y_compare,line_num_compare,y_attach,line_num_attach,y_segment,line_num_segment,y_split,line_num_split,y_stretch,line_num_stretch,y_slice,line_num_slice,y_warp,line_num_warp,y_chain,line_num_chain,y_regress,line_num_regress,y_cluster,line_num_cluster,y_merge,line_num_merge,y_Wisdom_of_Crowds,y_Wisdom_of_Crowds_correction,line_num_y_Wisdom_of_Crowds,line_num_Wisdom_of_Crowds,line_change_Wisdom_of_Crowds,letternum_Wisdom_of_Crowds,letter_Wisdom_of_Crowds,line_let_Wisdom_of_Crowds,on_word_number_Wisdom_of_Crowds,on_word_Wisdom_of_Crowds,word_land_Wisdom_of_Crowds,line_word_Wisdom_of_Crowds,num_words_in_sentence,on_sentence_num_Wisdom_of_Crowds,on_sentence_Wisdom_of_Crowds,sac_in_Wisdom_of_Crowds,sac_out_Wisdom_of_Crowds,word_launch_Wisdom_of_Crowds,word_refix_Wisdom_of_Crowds,sentence_refix_Wisdom_of_Crowds,word_reg_out_Wisdom_of_Crowds,word_reg_in_Wisdom_of_Crowds,word_reg_out_to_Wisdom_of_Crowds,sentence_reg_in_from_Wisdom_of_Crowds,word_reg_in_from_Wisdom_of_Crowds,sentence_reg_in_Wisdom_of_Crowds,sentence_reg_out_Wisdom_of_Crowds,sentence_reg_out_to_Wisdom_of_Crowds,word_firstskip_Wisdom_of_Crowds,sentence_firstskip_Wisdom_of_Crowds,word_runid_Wisdom_of_Crowds,sentence_runid_Wisdom_of_Crowds,word_fix_Wisdom_of_Crowds,sentence_fix_Wisdom_of_Crowds,word_run_Wisdom_of_Crowds,sentence_run_Wisdom_of_Crowds,word_run_fix_Wisdom_of_Crowds,sentence_run_fix_Wisdom_of_Crowds,word_cland_Wisdom_of_Crowds,y_compare_correction,line_change_compare,letternum_compare,letter_compare,line_let_compare,on_word_number_compare,on_word_compare,word_land_compare,line_word_compare,on_sentence_num_compare,on_sentence_compare,sac_in_compare,sac_out_compare,word_launch_compare,word_refix_compare,sentence_refix_compare,sentence_reg_in_compare,sentence_reg_in_from_compare,word_reg_out_compare,word_reg_out_to_compare,word_reg_in_from_compare,sentence_reg_out_compare,sentence_reg_out_to_compare,word_reg_in_compare,word_firstskip_compare,sentence_firstskip_compare,word_runid_compare,sentence_runid_compare,word_fix_compare,sentence_fix_compare,word_run_compare,sentence_run_compare,word_run_fix_compare,sentence_run_fix_compare,word_cland_compare
AMD1111_03,AMD1111_03_page18,,,51,227,14867,15094,14867,15094,1563,242,AMD1111_03_page18,5.435,false,280,2,224,1,224,1,280,2,280,2,224,1,224,1,280,2,336,3,224,1,280,2,280,38,2,2,0,214, ,80,29,un,1,10,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,172,5,false,true,true,false,18,,,false,true,0,0,0,11,0,1,5,1,2,1,4,-0.5,38,0,214, ,80,29,un,1,10,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,6,5,false,true,false,,false,,,false,,false,0,0,11,0,1,5,1,2,1,4,-0.5
AMD1111_03,AMD1111_03_page18,,,52,320,15126,15446,15126,15446,1668,218,AMD1111_03_page18,6.203,false,280,2,224,1,224,1,280,2,224,1,224,1,224,1,280,2,336,3,165,0,280,2,224,6,1,1,-1,131,n,86,18,interpretaciones,13,11,19,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-6,-11,-5,false,false,false,true,,1,29,true,false,,1,0,12,1,1,48,1,3,1,1,4.5,62,0,220,u,86,30,enfoque,5,11,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,-11,1,false,true,false,,true,28,,false,,false,0,0,11,0,1,6,1,2,1,5,1
AMD1111_03,AMD1111_03_page18,,,53,204,15502,15706,15502,15706,1477,275,AMD1111_03_page18,11.283,false,280,2,280,2,224,1,280,2,280,2,280,2,224,1,280,2,392,4,224,1,336,3,280,5,2,2,1,209,o,75,28,con,1,9,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-11,-70,2,false,false,false,false,,,,false,false,,0,0,12,1,2,6,2,3,1,1,-1,5,0,209,o,75,28,con,1,9,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-11,-70,-6,false,true,false,,false,,30,false,,true,0,0,12,0,2,7,2,2,1,6,-1
AMD1111_03,AMD1111_03_page18,,,54,400,15810,16210,15810,16210,293,290,AMD1111_03_page18,69.945,false,336,3,280,2,280,2,336,3,336,3,336,3,280,2,336,3,336,3,280,2,336,3,336,46,3,3,1,227,n,5,31,"ambientalista,",5,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-70,10,-69,false,true,false,false,,,,false,false,,0,0,12,1,1,7,1,3,1,2,-2.5,46,1,227,n,5,31,"ambientalista,",5,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-70,10,-69,false,true,false,,false,,,false,,false,0,0,12,0,1,8,1,2,1,7,-2.5
AMD1111_03,AMD1111_03_page18,,,55,152,16238,16390,16238,16390,455,300,AMD1111_03_page18,9.57,false,336,3,280,2,280,2,336,3,336,3,336,3,280,2,336,3,336,3,280,2,336,3,336,36,3,3,0,237,e,15,32,en,0,1,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",10,4,10,false,true,false,false,,,,false,false,,0,0,12,1,1,8,1,3,1,3,-1.5,36,0,237,e,15,32,en,0,1,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",10,4,10,false,true,false,,false,,,false,,false,0,0,12,0,1,9,1,2,1,8,-1.5
AMD1111_03,AMD1111_03_page18,,,56,172,16414,16586,16414,16586,538,319,AMD1111_03_page18,4.903,false,336,3,336,3,280,2,336,3,336,3,336,3,280,2,336,3,336,3,280,2,336,3,336,17,3,3,0,241,l,19,33,el,1,2,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,-10,3,false,true,true,false,31,,,false,false,,0,0,12,1,1,9,1,3,1,4,-0.5,17,0,241,l,19,33,el,1,2,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,-10,3,false,true,false,,true,31,,false,,false,0,0,12,0,1,10,1,2,1,9,-0.5
AMD1111_03,AMD1111_03_page18,,,57,416,16630,17046,16630,17046,353,308,AMD1111_03_page18,10.929,false,336,3,280,2,280,2,336,3,336,3,336,3,280,2,336,3,336,3,280,2,336,3,336,28,3,3,0,231,i,9,31,"ambientalista,",9,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-10,-2,-9,false,true,false,true,,,33,false,false,,0,0,13,1,2,10,2,3,1,5,1.5,28,0,231,i,9,31,"ambientalista,",9,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-10,-2,-9,false,true,false,,false,,33,false,,true,0,0,13,0,2,11,2,2,1,10,1.5
AMD1111_03,AMD1111_03_page18,,,58,272,17070,17342,17070,17342,326,315,AMD1111_03_page18,1.595,false,336,3,336,3,280,2,336,3,336,3,336,3,280,2,336,3,336,3,280,2,336,3,336,21,3,3,0,229,a,7,31,"ambientalista,",7,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-2,11,7,true,true,false,false,,,,false,false,,0,0,13,1,3,11,2,3,2,6,-0.5,21,0,229,a,7,31,"ambientalista,",7,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-2,11,7,true,true,false,,false,,,false,,false,0,0,13,0,3,12,2,2,2,11,-0.5
AMD1111_03,AMD1111_03_page18,,,59,260,17378,17638,17378,17638,515,356,AMD1111_03_page18,11.165,false,336,3,336,3,280,2,336,3,392,4,336,3,280,2,336,3,392,4,336,3,392,4,336,-20,3,3,0,240,e,18,33,el,0,2,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",11,4,11,false,true,false,false,,,,false,false,,0,0,13,1,2,12,2,3,1,7,-1.5,-20,0,240,e,18,33,el,0,2,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",11,4,11,false,true,false,,false,,,false,,false,0,0,13,0,2,13,2,2,1,12,-1.5
AMD1111_03,AMD1111_03_page18,,,60,164,17662,17826,17662,17826,584,357,AMD1111_03_page18,4.076,false,336,3,336,3,280,2,336,3,392,4,336,3,280,2,336,3,392,4,336,3,392,4,336,-21,3,3,0,244,u,22,34,que,1,3,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,-12,3,false,true,true,false,31,,,false,false,,0,0,13,1,1,13,1,3,1,8,-1,-21,0,244,u,22,34,que,1,3,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,-12,3,false,true,false,,true,31,,false,,false,0,0,13,0,1,14,1,2,1,13,-1
AMD1111_03,AMD1111_03_page18,,,61,168,17902,18070,17902,18070,377,346,AMD1111_03_page18,12.229,false,336,3,336,3,280,2,336,3,392,4,392,4,280,2,336,3,392,4,336,3,392,4,336,-10,3,3,0,232,s,10,31,"ambientalista,",10,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-12,2,-11,false,true,false,true,,,34,false,false,,0,0,14,1,4,14,3,3,1,9,2.5,-10,0,232,s,10,31,"ambientalista,",10,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-12,2,-11,false,true,false,,false,,34,false,,true,0,0,14,0,4,15,3,2,1,14,2.5
AMD1111_03,AMD1111_03_page18,,,62,256,18098,18354,18098,18354,416,349,AMD1111_03_page18,2.304,false,336,3,336,3,280,2,336,3,392,4,392,4,280,2,336,3,392,4,336,3,392,4,336,-13,3,3,0,234,a,12,31,"ambientalista,",12,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",2,-5,-10,true,true,false,false,,,,false,false,,0,0,14,1,5,15,3,3,2,10,4.5,-13,0,234,a,12,31,"ambientalista,",12,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",2,-5,-10,true,true,false,,false,,,false,,false,0,0,14,0,5,16,3,2,2,15,4.5
AMD1111_03,AMD1111_03_page18,,,63,428,18390,18818,18390,18818,334,357,AMD1111_03_page18,4.844,false,336,3,336,3,280,2,336,3,392,4,392,4,280,2,336,3,392,4,336,3,392,4,336,-21,3,3,0,229,a,7,31,"ambientalista,",7,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-5,4,7,true,true,false,false,,,,false,false,,0,0,14,1,6,16,3,3,3,11,-0.5,-21,0,229,a,7,31,"ambientalista,",7,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-5,4,7,true,true,false,,false,,,false,,false,0,0,14,0,6,17,3,2,3,16,-0.5
AMD1111_03,AMD1111_03_page18,,,64,85,18841,18926,18841,18926,394,354,AMD1111_03_page18,3.545,false,336,3,336,3,280,2,336,3,392,4,392,4,280,2,336,3,392,4,336,3,392,4,336,-18,3,3,0,233,t,11,31,"ambientalista,",11,0,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,108,-7,true,true,true,false,29,,,false,false,,0,0,14,1,7,17,3,3,4,12,3.5,-18,0,233,t,11,31,"ambientalista,",11,0,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",4,68,-7,true,true,false,,false,,,false,,false,0,0,14,0,7,18,3,2,4,17,3.5
AMD1111_03,AMD1111_03_page18,,,65,147,19034,19181,19034,19181,1550,307,AMD1111_03_page18,68.291,false,336,3,280,2,280,2,336,3,336,3,280,2,280,2,280,2,392,4,280,2,336,3,280,-27,2,2,-1,213,n,79,29,un,1,10,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-68,7,-57,false,true,false,true,,,31,false,false,,0,0,15,1,2,18,2,3,1,13,-0.5,29,0,301,o,79,41,comenzaron,8,10,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",68,6,60,false,true,false,,false,,,false,,false,0,0,14,0,1,19,1,2,1,18,2.5
AMD1111_03,AMD1111_03_page18,,,66,204,19213,19417,19213,19417,1663,267,AMD1111_03_page18,6.676,false,336,3,280,2,280,2,336,3,280,2,280,2,280,2,280,2,392,4,224,1,165,0,280,13,2,2,0,220,u,86,30,enfoque,5,11,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",7,-3,2,false,true,false,false,,,,false,false,,1,0,15,1,1,19,1,3,1,14,1,69,0,307,e,85,42,hace,3,11,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,-2,3,false,true,false,,false,,,false,,false,0,0,14,0,1,20,1,2,1,19,0.5
AMD1111_03,AMD1111_03_page18,,,67,104,19438,19542,19438,19542,1625,269,AMD1111_03_page18,2.245,false,336,3,280,2,280,2,336,3,280,2,280,2,280,2,280,2,392,4,224,1,224,1,280,11,2,2,0,217,f,83,30,enfoque,2,11,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-3,-77,2,true,true,false,false,,,,false,false,,0,0,15,1,2,20,1,3,2,15,-2,67,0,305,a,83,42,hace,1,11,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-2,253,1,true,true,false,,true,19,,true,0,false,0,0,14,0,2,21,1,2,2,20,-1.5
AMD1111_03,AMD1111_03_page18,,,68,400,19637,20037,19637,20037,313,313,AMD1111_03_page18,77.507,false,280,2,336,3,336,3,336,3,336,3,336,3,336,3,336,3,336,3,280,2,392,4,336,23,3,3,1,228,t,6,31,"ambientalista,",6,0,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-77,14,-75,false,true,false,false,,,,false,false,,0,0,15,1,8,21,4,3,1,16,-1.5,-33,-1,140,a,6,19,alternativas,6,0,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",77,14,71,false,false,true,1,false,,42,false,,true,0,0,15,1,7,48,4,3,1,1,-0.5
AMD1111_03,AMD1111_03_page18,,,69,396,20077,20473,20077,20473,544,339,AMD1111_03_page18,13.646,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-3,3,3,0,242, ,20,33,el,1,2,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",14,-10,13,false,true,true,false,31,,,false,false,,0,0,15,1,3,22,3,3,1,17,-0.5,-59,0,154,e,20,20,pretenden,7,1,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",14,-10,7,false,true,false,,true,19,,false,,false,0,0,15,1,7,49,5,3,1,2,2
AMD1111_03,AMD1111_03_page18,,,70,156,20521,20677,20521,20677,376,348,AMD1111_03_page18,9.925,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-12,3,3,0,232,s,10,31,"ambientalista,",10,0,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-10,8,-9,false,true,false,true,,,33,false,false,,0,0,16,1,9,23,5,3,1,18,2.5,-68,0,144,a,10,19,alternativas,10,0,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-10,8,-3,false,true,false,,false,,20,false,,true,0,0,16,1,8,50,5,3,1,3,3.5
AMD1111_03,AMD1111_03_page18,,,71,172,20713,20885,20713,20885,512,348,AMD1111_03_page18,8.034,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-12,3,3,0,240,e,18,33,el,0,2,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",8,3,8,false,true,false,false,,,,false,false,,0,0,16,1,4,24,4,3,1,19,-1.5,-68,0,152,n,18,20,pretenden,5,1,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",8,3,3,false,true,false,,false,,,false,,false,0,0,16,1,8,51,6,3,1,4,0
AMD1111_03,AMD1111_03_page18,,,72,216,20905,21121,20905,21121,561,359,AMD1111_03_page18,2.895,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-23,3,3,0,243,q,21,34,que,0,3,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",3,1,3,false,true,false,false,,,,false,false,,0,0,16,1,2,25,2,3,1,20,-2,-79,0,155,n,21,20,pretenden,8,1,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",3,1,-5,true,true,false,,false,,,false,,false,0,0,16,1,9,52,6,3,2,5,3
AMD1111_03,AMD1111_03_page18,,,73,412,21149,21561,21149,21561,583,359,AMD1111_03_page18,1.3,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-23,3,3,0,244,u,22,34,que,1,3,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",1,7,0,true,true,false,false,,,,false,false,,0,0,16,1,3,26,2,3,2,21,-1,-79,0,156, ,22,21,arrojar,0,2,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",1,7,1,false,true,false,,false,,,false,,false,0,0,16,1,8,53,6,3,1,6,-4
AMD1111_03,AMD1111_03_page18,,,74,228,21593,21821,21593,21821,696,354,AMD1111_03_page18,6.676,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-18,3,3,0,251,c,29,36,cambios,0,5,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",7,2,7,false,true,false,false,,,,false,false,,0,0,16,1,1,27,1,3,1,22,-4,-74,0,163,r,29,21,arrojar,6,2,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",7,2,1,true,true,false,,false,,,false,,false,0,0,16,1,9,54,6,3,2,7,2
AMD1111_03,AMD1111_03_page18,,,75,256,21841,22097,21841,22097,733,357,AMD1111_03_page18,2.186,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-21,3,3,0,253,m,31,36,cambios,2,5,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",2,8,0,true,true,false,false,,,,false,false,,0,0,16,1,2,28,1,3,2,23,-2,-77,0,165,l,31,22,luz,0,3,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",2,8,2,false,true,false,,false,,,false,,false,0,0,16,1,6,55,6,3,1,8,-2
AMD1111_03,AMD1111_03_page18,,,76,175,22133,22308,22133,22308,875,362,AMD1111_03_page18,8.389,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,392,4,336,-26,3,3,0,261,i,39,37,climáticos,2,6,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",8,-3,6,false,true,true,false,36,,,false,false,,0,0,16,1,1,29,1,3,1,24,-3.5,-82,0,173,e,39,23,sobre,4,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",8,-3,4,false,true,false,,false,,,false,,false,0,0,16,1,7,56,7,3,1,9,1
AMD1111_03,AMD1111_03_page18,,,77,175,22329,22504,22329,22504,819,353,AMD1111_03_page18,3.308,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,392,4,336,3,392,4,336,-17,3,3,0,258, ,36,36,cambios,6,5,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-3,6,-1,false,true,false,true,,,37,false,false,,0,0,17,1,3,30,2,3,1,25,2,-73,0,170,o,36,23,sobre,1,4,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",-3,6,1,true,true,false,,false,,,false,,false,0,0,16,1,8,57,7,3,2,10,-2
AMD1111_03,AMD1111_03_page18,,,78,236,22532,22768,22532,22768,914,356,AMD1111_03_page18,5.612,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,392,4,336,-20,3,3,0,264,t,42,37,climáticos,5,6,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",6,5,1,false,true,false,false,,,,false,false,,0,0,17,1,2,31,2,3,1,26,-0.5,-76,0,176,s,42,24,esta,1,5,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",6,5,5,false,true,false,,false,,,false,,false,0,0,16,1,7,58,7,3,1,11,-1.5
AMD1111_03,AMD1111_03_page18,,,79,168,22796,22964,22796,22964,1005,376,AMD1111_03_page18,5.376,false,280,2,392,4,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,392,4,336,-40,3,3,0,269, ,47,37,climáticos,9,6,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",5,3,-4,true,true,false,false,,,,false,false,,0,0,17,1,3,32,2,3,2,27,3.5,-96,0,181,u,47,25,cuestión.,1,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",5,3,4,false,true,false,,false,,,false,,false,0,0,16,1,12,59,8,3,1,12,-4
AMD1111_03,AMD1111_03_page18,,,80,252,22988,23240,22988,23240,1053,368,AMD1111_03_page18,2.836,false,280,2,392,4,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,392,4,336,-32,3,3,0,272,m,50,39,medioambientales,0,8,26,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",3,13,3,false,true,false,false,,,,false,false,,0,0,17,1,1,33,1,3,1,28,-8.5,-88,0,184,t,50,25,cuestión.,4,6,0,"Cambios Climáticos como Causa de la Extinción Ante los puntos débiles del paradigma de la exclusión competitiva, otras interpretaciones alternativas pretenden arrojar luz sobre esta cuestión.",3,13,-1,true,true,false,,false,,,false,,false,0,0,16,1,13,60,8,3,2,13,-1
AMD1111_03,AMD1111_03_page18,,,81,200,23288,23488,23288,23488,1285,368,AMD1111_03_page18,13.705,false,280,2,392,4,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,392,4,336,-32,3,3,0,285,l,63,39,medioambientales,13,8,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",13,-1,0,true,true,false,false,,,,false,false,,0,0,17,1,2,34,1,3,2,29,4.5,-88,0,197,n,63,26,Destacan,7,7,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",13,-1,6,false,false,false,,false,,,false,,false,0,0,16,1,2,22,2,3,1,1,2.5
AMD1111_03,AMD1111_03_page18,,,82,176,23508,23684,23508,23684,1264,360,AMD1111_03_page18,1.241,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,336,3,336,-24,3,3,0,284,a,62,39,medioambientales,12,8,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-1,7,12,true,true,false,false,,,,false,false,,0,0,17,1,3,35,1,3,3,30,3.5,-80,0,196,a,62,26,Destacan,6,7,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",-1,7,6,true,true,false,,false,,,false,,false,0,0,16,1,3,23,2,3,2,2,1.5
AMD1111_03,AMD1111_03_page18,,,83,396,23728,24124,23728,24124,1374,343,AMD1111_03_page18,6.498,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,336,3,336,-7,3,3,0,291,e,69,40,que,2,9,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",7,1,5,false,true,false,false,,,,false,false,,0,0,17,1,1,36,1,3,1,31,0,-63,0,203,l,69,27,aquellas,4,8,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",7,1,3,false,true,false,,false,,,false,,false,0,0,16,1,3,24,2,3,1,3,-0.5
AMD1111_03,AMD1111_03_page18,,,84,148,24144,24292,24144,24292,1394,352,AMD1111_03_page18,1.182,false,280,2,336,3,336,3,336,3,392,4,336,3,336,3,336,3,448,5,336,3,336,3,336,-16,3,3,0,292, ,70,40,que,2,9,19,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",1,-7,-1,true,true,true,false,39,,,false,false,,0,0,17,1,2,37,1,3,2,32,0,-72,0,204,l,70,27,aquellas,5,8,1,"Destacan aquellas con un enfoque ambientalista, en el que los cambios climáticos y medioambientales que comenzaron hace unos 45.",1,-7,-4,true,true,false,,true,26,,false,,false,0,0,16,1,4,25,2,3,2,4,0.5
